CAND_ELECTION_YR,CAND_OFFICE,CAND_OFFICE_DISTRICT,CAND_PTY_AFFILIATION,CAND_NAME,CONTRIB_TYPE,CONTRIB_AMT
1994,House,30,Republican,Cain,Other,0
1996,House,1,Democratic,Chapman,Individual,42277
1996,House,1,Democratic,Chapman,Other,80963
1996,House,1,Democratic,Howard,Individual,163954
1996,House,1,Democratic,Howard,Other,645803
1996,House,1,Democratic,Kessler,Individual,134907
1996,House,1,Democratic,Kessler,Other,3530
1996,House,1,Democratic,Sandlin,Individual,242119
1996,House,1,Democratic,Sandlin,Other,1464270
1996,House,1,Republican,Boerner,Individual,42632
1996,House,1,Republican,Boerner,Other,38740
1996,House,1,Republican,Hodges,Individual,59961
1996,House,1,Republican,Hodges,Other,32088
1996,House,1,Republican,Merritt,Individual,314408
1996,House,1,Republican,Merritt,Other,156283
1996,House,2,Democratic,Groce,Individual,0
1996,House,2,Democratic,Groce,Other,38021
1996,House,2,Democratic,Hudson,Individual,7000
1996,House,2,Democratic,Hudson,Other,55000
1996,House,2,Democratic,Turner,Individual,525928
1996,House,2,Democratic,Turner,Other,407994
1996,House,2,Democratic,Wilson,Individual,13800
1996,House,2,Democratic,Wilson,Other,111202
1996,House,2,Republican,Babin,Individual,448394
1996,House,2,Republican,Babin,Other,146397
1996,House,2,Republican,Bius,Individual,73368
1996,House,2,Republican,Bius,Other,97221
1996,House,2,Republican,Currie,Individual,34181
1996,House,2,Republican,Currie,Other,10500
1996,House,2,Republican,Hughes,Individual,47239
1996,House,2,Republican,Hughes,Other,13150
1996,House,2,Republican,Peterson,Individual,72853
1996,House,2,Republican,Peterson,Other,12000
1996,House,3,Democratic,Cole,Individual,250
1996,House,3,Democratic,Cole,Other,7097
1996,House,3,Republican,Johnson,Individual,373404
1996,House,3,Republican,Johnson,Other,340328
1996,House,4,Democratic,Hall,Individual,130738
1996,House,4,Democratic,Hall,Other,389155
1996,House,4,Republican,Hall,Individual,8179
1996,House,4,Republican,Hall,Other,29488
1996,House,4,Republican,Newton,Individual,38882
1996,House,4,Republican,Newton,Other,15442
1996,House,5,Democratic,Bryant,Individual,146722
1996,House,5,Democratic,Bryant,Other,138813
1996,House,5,Democratic,Foster,Individual,2553
1996,House,5,Democratic,Foster,Other,7342
1996,House,5,Democratic,Pouland,Individual,376426
1996,House,5,Democratic,Pouland,Other,226459
1996,House,5,Republican,Box,Individual,287936
1996,House,5,Republican,Box,Other,41965
1996,House,5,Republican,Sessions,Individual,618417
1996,House,5,Republican,Sessions,Other,430489
1996,House,6,Republican,Barton,Individual,574800
1996,House,6,Republican,Barton,Other,745656
1996,House,7,Republican,Archer,Individual,109966
1996,House,7,Republican,Archer,Other,76516
1996,House,8,Democratic,Musemeche,Individual,2790
1996,House,8,Democratic,Musemeche,Other,32198
1996,House,8,Democratic,Newman,Individual,1950
1996,House,8,Democratic,Newman,Other,8800
1996,House,8,Republican,Brady,Individual,582547
1996,House,8,Republican,Brady,Other,572408
1996,House,8,Republican,Fields,Individual,58553
1996,House,8,Republican,Fields,Other,141006
1996,House,8,Republican,Fontenot,Individual,66598
1996,House,8,Republican,Fontenot,Other,1343735
1996,House,8,Republican,Henderson,Individual,186492
1996,House,8,Republican,Henderson,Other,27697
1996,House,8,Republican,New,Individual,16719
1996,House,8,Republican,New,Other,200
1996,House,8,Republican,Reinbeck,Individual,12334
1996,House,8,Republican,Reinbeck,Other,1843
1996,House,8,Republican,Thornberry,Individual,11875
1996,House,8,Republican,Thornberry,Other,116027
1996,House,9,Democratic,Cherry,Individual,5295
1996,House,9,Democratic,Cherry,Other,251431
1996,House,9,Democratic,Lampson,Individual,926651
1996,House,9,Democratic,Lampson,Other,722580
1996,House,9,Democratic,Sam,Individual,4650
1996,House,9,Democratic,Sam,Other,22204
1996,House,9,Republican,Stockman,Individual,1442682
1996,House,9,Republican,Stockman,Other,655210
1996,House,10,Democratic,Doggett,Individual,366767
1996,House,10,Democratic,Doggett,Other,332341
1996,House,10,Republican,Doggett,Individual,383880
1996,House,10,Republican,Doggett,Other,81540
1996,House,11,Democratic,Edwards,Individual,406667
1996,House,11,Democratic,Edwards,Other,431800
1996,House,11,Republican,Broyles,Individual,3310
1996,House,11,Republican,Broyles,Other,13531
1996,House,11,Republican,Jenkins,Individual,730
1996,House,11,Republican,Jenkins,Other,19803
1996,House,11,Republican,Mathis,Individual,414357
1996,House,11,Republican,Mathis,Other,162633
1996,House,11,Republican,Pardo,Individual,12144
1996,House,11,Republican,Pardo,Other,598437
1996,House,12,Democratic,Geren,Individual,11240
1996,House,12,Democratic,Geren,Other,77220
1996,House,12,Democratic,Parmer,Individual,240484
1996,House,12,Democratic,Parmer,Other,245104
1996,House,12,Republican,Anderson,Individual,3530
1996,House,12,Republican,Anderson,Other,12200
1996,House,12,Republican,Burch,Individual,0
1996,House,12,Republican,Burch,Other,0
1996,House,12,Republican,Granger,Individual,686824
1996,House,12,Republican,Granger,Other,330917
1996,House,13,Democratic,Alejandro,Individual,18532
1996,House,13,Democratic,Alejandro,Other,13388
1996,House,13,Democratic,Silverman,Individual,10237
1996,House,13,Democratic,Silverman,Other,6917
1996,House,13,Republican,Thornberry,Individual,441045
1996,House,13,Republican,Thornberry,Other,179593
1996,House,14,Democratic,Morris,Individual,709037
1996,House,14,Democratic,Morris,Other,272305
1996,House,14,Republican,Bozarth,Individual,0
1996,House,14,Republican,Bozarth,Other,5024
1996,House,14,Republican,Deats,Individual,0
1996,House,14,Republican,Deats,Individual,55835
1996,House,14,Republican,Deats,Other,0
1996,House,14,Republican,Deats,Other,28946
1996,House,14,Republican,Laughlin,Individual,458573
1996,House,14,Republican,Laughlin,Other,566139
1996,House,14,Republican,Paul,Individual,1774209
1996,House,14,Republican,Paul,Other,159054
1996,House,15,Democratic,Balli,Individual,0
1996,House,15,Democratic,Balli,Other,25647
1996,House,15,Democratic,Cuellar,Individual,54530
1996,House,15,Democratic,Cuellar,Other,28358
1996,House,15,Democratic,De La Garza,Individual,15365
1996,House,15,Democratic,De La Garza,Other,40773
1996,House,15,Democratic,Hinojosa,Individual,187573
1996,House,15,Democratic,Hinojosa,Other,596055
1996,House,15,Democratic,Selman,Individual,90530
1996,House,15,Democratic,Selman,Other,306249
1996,House,15,Republican,Aliseda,Individual,14027
1996,House,15,Republican,Aliseda,Other,55484
1996,House,15,Republican,Haughey,Individual,30370
1996,House,15,Republican,Haughey,Other,9894
1996,House,16,Democratic,Briones,Individual,139335
1996,House,16,Democratic,Briones,Other,34354
1996,House,16,Democratic,Coleman,Individual,49657
1996,House,16,Democratic,Coleman,Other,138223
1996,House,16,Democratic,Petersen,Individual,11040
1996,House,16,Democratic,Petersen,Other,56500
1996,House,16,Democratic,Reyes,Individual,367388
1996,House,16,Democratic,Reyes,Other,221328
1996,House,16,Democratic,Sanchez,Individual,107722
1996,House,16,Democratic,Sanchez,Other,161843
1996,House,16,Republican,Bowen,Individual,260
1996,House,16,Republican,Bowen,Other,11
1996,House,16,Republican,Ledesma,Individual,32016
1996,House,16,Republican,Ledesma,Other,78925
1996,House,17,Democratic,Stenholm,Individual,280439
1996,House,17,Democratic,Stenholm,Other,508228
1996,House,17,Republican,Izzard,Individual,199751
1996,House,17,Republican,Izzard,Other,138409
1996,House,18,Democratic,Lamson,Individual,8195
1996,House,18,Democratic,Lamson,Other,4600
1996,House,18,Democratic,Lee,Individual,197269
1996,House,18,Democratic,Lee,Other,290674
1996,House,18,Republican,Burley,Individual,14755
1996,House,18,Republican,Burley,Other,10780
1996,House,18,Republican,White,Individual,58843
1996,House,18,Republican,White,Other,70805
1996,House,18,Republican,Young,Individual,0
1996,House,18,Republican,Young,Other,27448
1996,House,19,Democratic,Clennan,Individual,645
1996,House,19,Democratic,Clennan,Other,12200
1996,House,19,Democratic,Sawyer,Individual,7375
1996,House,19,Democratic,Sawyer,Other,42154
1996,House,19,Republican,Combest,Individual,183141
1996,House,19,Republican,Combest,Other,261962
1996,House,20,Democratic,Gonzalez,Individual,35380
1996,House,20,Democratic,Gonzalez,Other,92513
1996,House,20,Republican,Shull,Individual,6325
1996,House,20,Republican,Shull,Other,500
1996,House,20,Republican,Walker,Individual,33889
1996,House,20,Republican,Walker,Other,104958
1996,House,21,Democratic,Wharton,Individual,254
1996,House,21,Democratic,Wharton,Other,27812
1996,House,21,Republican,Smith,Individual,343644
1996,House,21,Republican,Smith,Other,182747
1996,House,22,Democratic,Cunningham,Individual,1680
1996,House,22,Democratic,Cunningham,Other,128499
1996,House,22,Republican,Delay,Individual,535309
1996,House,22,Republican,Delay,Other,1084918
1996,House,22,Republican,Pepper,Individual,424
1996,House,22,Republican,Pepper,Other,6062
1996,House,23,Democratic,Jones,Individual,19372
1996,House,23,Democratic,Jones,Other,57515
1996,House,23,Democratic,Rindfuss,Individual,2992
1996,House,23,Democratic,Rindfuss,Other,1375
1996,House,23,Democratic,Sullivan,Individual,650
1996,House,23,Democratic,Sullivan,Other,2735
1996,House,23,Republican,Bonilla,Individual,474126
1996,House,23,Republican,Bonilla,Other,383192
1996,House,24,Democratic,Frost,Individual,812174
1996,House,24,Democratic,Frost,Other,1152156
1996,House,24,Republican,Eudaly,Individual,110748
1996,House,24,Republican,Eudaly,Other,13711
1996,House,24,Republican,Harrison,Individual,713242
1996,House,24,Republican,Harrison,Other,162217
1996,House,25,Democratic,Bentsen,Individual,649687
1996,House,25,Democratic,Bentsen,Other,1043292
1996,House,25,Republican,Brock,Individual,350
1996,House,25,Republican,Brock,Other,22848
1996,House,25,Republican,Devine,Individual,77967
1996,House,25,Republican,Devine,Other,18846
1996,House,25,Republican,Mathis,Individual,16720
1996,House,25,Republican,Mathis,Other,25698
1996,House,25,Republican,Mckenna,Individual,336986
1996,House,25,Republican,Mckenna,Other,320836
1996,House,25,Republican,Meinke,Individual,20476
1996,House,25,Republican,Meinke,Other,20926
1996,House,25,Republican,Perry,Individual,220702
1996,House,25,Republican,Perry,Other,121990
1996,House,25,Republican,Sanchez,Individual,38146
1996,House,25,Republican,Sanchez,Other,136641
1996,House,26,Democratic,Frankel,Individual,16486
1996,House,26,Democratic,Frankel,Other,40921
1996,House,26,Republican,Armey,Individual,591208
1996,House,26,Republican,Armey,Other,657498
1996,House,27,Democratic,Berlanga,Individual,62388
1996,House,27,Democratic,Berlanga,Other,61516
1996,House,27,Democratic,Ortiz,Individual,217163
1996,House,27,Democratic,Ortiz,Other,188515
1996,House,27,Republican,Gardner,Individual,67523
1996,House,27,Republican,Gardner,Other,31284
1996,House,28,Democratic,Tejeda,Individual,56445
1996,House,28,Democratic,Tejeda,Other,171362
1996,House,28,Republican,Cude,Individual,3819
1996,House,28,Republican,Cude,Other,5659
1996,House,29,Democratic,Fraga,Individual,60633
1996,House,29,Democratic,Fraga,Other,11959
1996,House,29,Democratic,Green,Individual,178549
1996,House,29,Democratic,Green,Other,408477
1996,House,29,Republican,Rodriguez,Individual,48938
1996,House,29,Republican,Rodriguez,Other,9883
1996,House,30,Democratic,Johnson,Individual,130623
1996,House,30,Democratic,Johnson,Other,234113
1996,House,30,Democratic,Sweatt,Individual,56611
1996,House,30,Democratic,Sweatt,Other,61385
1996,House,30,Republican,Hendry,Individual,109362
1996,House,30,Republican,Hendry,Other,17905
1996,House,30,Republican,Kitterman,Individual,5604
1996,House,30,Republican,Kitterman,Other,12863
1997,House,28,Democratic,Mason,Individual,50
1997,House,28,Democratic,Mason,Other,7665
1997,House,28,Democratic,Pacheco,Individual,0
1997,House,28,Democratic,Pacheco,Other,0
1997,House,28,Democratic,Ross,Individual,0
1997,House,28,Democratic,Ross,Other,7000
1997,House,28,Democratic,Solis,Individual,74288
1997,House,28,Democratic,Solis,Other,31426
1997,House,28,Democratic,Traeger,Individual,4321
1997,House,28,Democratic,Traeger,Other,2883
1997,House,28,Democratic,Uresti,Individual,6964
1997,House,28,Democratic,Uresti,Other,29382
1997,House,28,Republican,Cude,Individual,1978
1997,House,28,Republican,Cude,Other,5067
1998,House,1,Democratic,Sandlin,Individual,284647
1998,House,1,Democratic,Sandlin,Other,561816
1998,House,1,Republican,Boerner,Individual,62368
1998,House,1,Republican,Boerner,Other,11970
1998,House,2,Democratic,Turner,Individual,358343
1998,House,2,Democratic,Turner,Other,475620
1998,House,2,Republican,Babin,Individual,219165
1998,House,2,Republican,Babin,Other,78627
1998,House,3,Republican,Johnson,Individual,364098
1998,House,3,Republican,Johnson,Other,387817
1998,House,4,Democratic,Hall,Individual,226864
1998,House,4,Democratic,Hall,Other,425171
1998,House,4,Republican,Hall,Individual,0
1998,House,4,Republican,Hall,Other,39343
1998,House,4,Republican,Jones,Individual,930
1998,House,4,Republican,Jones,Other,8955
1998,House,4,Republican,Lohmeyer,Individual,70016
1998,House,4,Republican,Lohmeyer,Other,186114
1998,House,4,Republican,Walsh,Individual,6530
1998,House,4,Republican,Walsh,Other,54034
1998,House,5,Democratic,Morales,Individual,83497
1998,House,5,Democratic,Morales,Other,19062
1998,House,5,Republican,Sessions,Individual,363477
1998,House,5,Republican,Sessions,Other,489480
1998,House,6,Democratic,Boothe,Individual,39254
1998,House,6,Democratic,Boothe,Other,24580
1998,House,6,Republican,Barton,Individual,491169
1998,House,6,Republican,Barton,Other,853523
1998,House,6,Republican,Mullanax,Individual,31795
1998,House,6,Republican,Mullanax,Other,14100
1998,House,7,Republican,Archer,Individual,80202
1998,House,7,Republican,Archer,Other,102569
1998,House,7,Republican,Hsiao,Individual,95
1998,House,7,Republican,Hsiao,Other,1590
1998,House,8,Republican,Brady,Individual,236772
1998,House,8,Republican,Brady,Other,270370
1998,House,8,Republican,Dean,Individual,21703
1998,House,8,Republican,Dean,Other,11087
1998,House,9,Democratic,Lampson,Individual,597210
1998,House,9,Democratic,Lampson,Other,527918
1998,House,9,Republican,Cottar,Individual,44614
1998,House,9,Republican,Cottar,Other,13150
1998,House,9,Republican,Hadley,Individual,0
1998,House,9,Republican,Hadley,Other,4527
1998,House,9,Republican,Markum,Individual,8717
1998,House,9,Republican,Markum,Other,15641
1998,House,9,Republican,Slone,Individual,17131
1998,House,9,Republican,Slone,Other,954
1998,House,10,Democratic,Doggett,Individual,164647
1998,House,10,Democratic,Doggett,Other,310850
1998,House,11,Democratic,Edwards,Individual,139137
1998,House,11,Democratic,Edwards,Other,272445
1998,House,12,Democratic,Hall,Individual,173471
1998,House,12,Democratic,Hall,Other,448972
1998,House,12,Republican,Granger,Individual,636184
1998,House,12,Republican,Granger,Other,475657
1998,House,13,Democratic,Harmon,Individual,15771
1998,House,13,Democratic,Harmon,Other,567
1998,House,13,Democratic,TRUE,Individual,3264
1998,House,13,Democratic,TRUE,Other,31547
1998,House,13,Republican,Amon,Individual,3142
1998,House,13,Republican,Amon,Other,3000
1998,House,13,Republican,Thornberry,Individual,340494
1998,House,13,Republican,Thornberry,Other,205272
1998,House,14,Democratic,Dunn,Individual,27255
1998,House,14,Democratic,Dunn,Other,14481
1998,House,14,Democratic,Elliott,Individual,2110
1998,House,14,Democratic,Elliott,Other,599
1998,House,14,Democratic,Reed,Individual,161054
1998,House,14,Democratic,Reed,Other,175739
1998,House,14,Democratic,Sneary,Individual,501629
1998,House,14,Democratic,Sneary,Other,617582
1998,House,14,Republican,Paul,Individual,1944158
1998,House,14,Republican,Paul,Other,154619
1998,House,15,Democratic,Hinojosa,Individual,666878
1998,House,15,Democratic,Hinojosa,Other,276391
1998,House,15,Republican,Haughey,Individual,14254
1998,House,15,Republican,Haughey,Other,6834
1998,House,16,Democratic,Reyes,Individual,143229
1998,House,16,Democratic,Reyes,Other,196949
1998,House,17,Democratic,Stenholm,Individual,631200
1998,House,17,Democratic,Stenholm,Other,900990
1998,House,17,Republican,Izzard,Individual,409498
1998,House,17,Republican,Izzard,Other,182185
1998,House,18,Democratic,Lee,Individual,188068
1998,House,18,Democratic,Lee,Other,172872
1998,House,19,Democratic,Blankenship,Individual,100
1998,House,19,Democratic,Blankenship,Other,9003
1998,House,19,Republican,Combest,Individual,185888
1998,House,19,Republican,Combest,Other,347948
1998,House,20,Democratic,Berriozabal,Individual,110909
1998,House,20,Democratic,Berriozabal,Other,25675
1998,House,20,Democratic,Falcon,Individual,81035
1998,House,20,Democratic,Falcon,Other,85499
1998,House,20,Democratic,Garcia,Individual,14011
1998,House,20,Democratic,Garcia,Other,17342
1998,House,20,Democratic,Gonzalez,Individual,437371
1998,House,20,Democratic,Gonzalez,Other,252916
1998,House,20,Democratic,Hernandez,Individual,245478
1998,House,20,Democratic,Hernandez,Other,51107
1998,House,20,Democratic,Martinez,Individual,80501
1998,House,20,Democratic,Martinez,Other,4000
1998,House,20,Democratic,Walker,Individual,2435
1998,House,20,Democratic,Walker,Other,19000
1998,House,20,Republican,Walker,Individual,34445
1998,House,20,Republican,Walker,Other,55013
1998,House,21,Republican,Smith,Individual,356556
1998,House,21,Republican,Smith,Other,156419
1998,House,22,Democratic,Kemp,Individual,45333
1998,House,22,Democratic,Kemp,Other,32042
1998,House,22,Republican,Delay,Individual,469961
1998,House,22,Republican,Delay,Other,871036
1998,House,23,Democratic,Jones,Individual,9120
1998,House,23,Democratic,Jones,Other,28200
1998,House,23,Democratic,Rindfuss,Individual,2250
1998,House,23,Democratic,Rindfuss,Other,11000
1998,House,23,Democratic,Sullivan,Individual,1477
1998,House,23,Democratic,Sullivan,Other,12000
1998,House,23,Republican,Bonilla,Individual,427832
1998,House,23,Republican,Bonilla,Other,436642
1998,House,24,Democratic,Frost,Individual,750307
1998,House,24,Democratic,Frost,Other,1033309
1998,House,24,Republican,Penn,Individual,33365
1998,House,24,Republican,Penn,Other,9290
1998,House,24,Republican,Terry,Individual,469694
1998,House,24,Republican,Terry,Other,351037
1998,House,25,Democratic,Bentsen,Individual,354810
1998,House,25,Democratic,Bentsen,Other,497322
1998,House,25,Republican,Brock,Individual,0
1998,House,25,Republican,Brock,Other,0
1998,House,25,Republican,Clark,Individual,24688
1998,House,25,Republican,Clark,Other,18925
1998,House,25,Republican,Sanchez,Individual,130199
1998,House,25,Republican,Sanchez,Other,344953
1998,House,26,Republican,Armey,Individual,1424748
1998,House,26,Republican,Armey,Other,636592
1998,House,27,Democratic,Ortiz,Individual,243775
1998,House,27,Democratic,Ortiz,Other,141059
1998,House,27,Republican,Stone,Individual,14800
1998,House,27,Republican,Stone,Other,6000
1998,House,28,Democratic,Bustamante,Individual,0
1998,House,28,Democratic,Bustamante,Other,246330
1998,House,28,Democratic,Flores,Individual,105
1998,House,28,Democratic,Flores,Other,13308
1998,House,28,Democratic,Rodriguez,Individual,299746
1998,House,28,Democratic,Rodriguez,Other,485434
1998,House,28,Republican,Kelly,Individual,3044
1998,House,28,Republican,Kelly,Other,6847
1998,House,29,Democratic,Green,Individual,136588
1998,House,29,Democratic,Green,Other,400328
1998,House,30,Democratic,Johnson,Individual,127336
1998,House,30,Democratic,Johnson,Other,183396
1998,House,30,Republican,Kelleher,Individual,49196
1998,House,30,Republican,Kelleher,Other,11682
2000,House,1,Democratic,Sandlin,Individual,903738
2000,House,1,Democratic,Sandlin,Other,764232
2000,House,1,Republican,Hoyle,Individual,3770
2000,House,1,Republican,Hoyle,Other,633
2000,House,1,Republican,Lawrence,Individual,1025
2000,House,1,Republican,Lawrence,Other,7826
2000,House,1,Republican,Willingham,Individual,78770
2000,House,1,Republican,Willingham,Other,173121
2000,House,2,Democratic,Turner,Individual,113970
2000,House,2,Democratic,Turner,Other,413563
2000,House,3,Democratic,Zachary,Individual,4594
2000,House,3,Democratic,Zachary,Other,2182
2000,House,3,Republican,Gonnell,Individual,0
2000,House,3,Republican,Gonnell,Other,0
2000,House,3,Republican,Johnson,Individual,480902
2000,House,3,Republican,Johnson,Other,461633
2000,House,4,Democratic,Hall,Individual,260932
2000,House,4,Democratic,Hall,Other,471937
2000,House,4,Republican,Deuell,Individual,12760
2000,House,4,Republican,Deuell,Other,3000
2000,House,4,Republican,Newton,Individual,126355
2000,House,4,Republican,Newton,Other,14004
2000,House,4,Republican,Peterman,Individual,5015
2000,House,4,Republican,Peterman,Other,13367
2000,House,5,Democratic,Bernstein,Individual,0
2000,House,5,Democratic,Bernstein,Other,0
2000,House,5,Democratic,Coggins,Individual,1274594
2000,House,5,Democratic,Coggins,Other,378981
2000,House,5,Democratic,Harrison,Individual,25641
2000,House,5,Democratic,Harrison,Other,51560
2000,House,5,Republican,Sessions,Individual,1026179
2000,House,5,Republican,Sessions,Other,960286
2000,House,6,Republican,Barton,Individual,326299
2000,House,6,Republican,Barton,Other,678647
2000,House,7,Democratic,Sell,Individual,11586
2000,House,7,Democratic,Sell,Other,5051
2000,House,7,Republican,Brewer,Individual,144493
2000,House,7,Republican,Brewer,Other,561847
2000,House,7,Republican,Culberson,Individual,767956
2000,House,7,Republican,Culberson,Other,325016
2000,House,7,Republican,Henley,Individual,161881
2000,House,7,Republican,Henley,Other,39599
2000,House,7,Republican,Kapche,Individual,59880
2000,House,7,Republican,Kapche,Other,1125934
2000,House,7,Republican,Mcconn,Individual,256668
2000,House,7,Republican,Mcconn,Other,20471
2000,House,7,Republican,Mcreynolds,Individual,3550
2000,House,7,Republican,Mcreynolds,Other,9814
2000,House,7,Republican,Wareing,Individual,1500740
2000,House,7,Republican,Wareing,Other,2420923
2000,House,8,Republican,Brady,Individual,135766
2000,House,8,Republican,Brady,Other,225766
2000,House,9,Democratic,Lampson,Individual,702613
2000,House,9,Democratic,Lampson,Other,666219
2000,House,9,Republican,Williams,Individual,110775
2000,House,9,Republican,Williams,Other,25619
2000,House,10,Democratic,Doggett,Individual,197984
2000,House,10,Democratic,Doggett,Other,463585
2000,House,10,Republican,Mikus,Individual,13058
2000,House,10,Republican,Mikus,Other,5669
2000,House,10,Republican,Moritz,Individual,27273
2000,House,10,Republican,Moritz,Other,32516
2000,House,11,Democratic,Edwards,Individual,516930
2000,House,11,Democratic,Edwards,Other,614343
2000,House,11,Republican,Curnock,Individual,5395
2000,House,11,Republican,Curnock,Other,12219
2000,House,11,Republican,Farley,Individual,309187
2000,House,11,Republican,Farley,Other,253898
2000,House,11,Republican,Geer,Individual,44175
2000,House,11,Republican,Geer,Other,62500
2000,House,12,Democratic,Davis,Individual,0
2000,House,12,Democratic,Davis,Other,0
2000,House,12,Democratic,Greene,Individual,73360
2000,House,12,Democratic,Greene,Other,13062
2000,House,12,Republican,Granger,Individual,460937
2000,House,12,Republican,Granger,Other,342656
2000,House,13,Democratic,Clinesmith,Individual,138237
2000,House,13,Democratic,Clinesmith,Other,175250
2000,House,13,Republican,Thornberry,Individual,475456
2000,House,13,Republican,Thornberry,Other,238622
2000,House,14,Democratic,Sneary,Individual,567244
2000,House,14,Democratic,Sneary,Other,584939
2000,House,14,Republican,Paul,Individual,2254193
2000,House,14,Republican,Paul,Other,159491
2000,House,15,Democratic,Hinojosa,Individual,320485
2000,House,15,Democratic,Hinojosa,Other,173021
2000,House,15,Democratic,Rivera-Martinez,Individual,0
2000,House,15,Democratic,Rivera-Martinez,Other,80000
2000,House,15,Republican,Cantu,Individual,900
2000,House,15,Republican,Cantu,Other,10500
2000,House,16,Democratic,Reyes,Individual,287030
2000,House,16,Democratic,Reyes,Other,136117
2000,House,16,Republican,Power,Individual,19785
2000,House,16,Republican,Power,Other,10840
2000,House,17,Democratic,Stenholm,Individual,317056
2000,House,17,Democratic,Stenholm,Other,747553
2000,House,17,Republican,Clements,Individual,53711
2000,House,17,Republican,Clements,Other,42150
2000,House,17,Republican,Hunt,Individual,3736
2000,House,17,Republican,Hunt,Other,0
2000,House,18,Democratic,Lee,Individual,241836
2000,House,18,Democratic,Lee,Other,220207
2000,House,18,Republican,Levy,Individual,3615
2000,House,18,Republican,Levy,Other,16657
2000,House,18,Republican,Zoch,Individual,4630
2000,House,18,Republican,Zoch,Other,6318
2000,House,19,Republican,Combest,Individual,229157
2000,House,19,Republican,Combest,Other,491160
2000,House,20,Democratic,Gonzalez,Individual,298925
2000,House,20,Democratic,Gonzalez,Other,362330
2000,House,21,Republican,Smith,Individual,393452
2000,House,21,Republican,Smith,Other,143183
2000,House,22,Democratic,Matranga,Individual,100
2000,House,22,Democratic,Matranga,Other,9893
2000,House,22,Democratic,Stogner,Individual,21389
2000,House,22,Democratic,Stogner,Other,21117
2000,House,22,Republican,Delay,Individual,453040
2000,House,22,Republican,Delay,Other,889880
2000,House,22,Republican,Fjetland,Individual,1600
2000,House,22,Republican,Fjetland,Other,4400
2000,House,23,Democratic,Garza,Individual,45490
2000,House,23,Democratic,Garza,Other,498500
2000,House,23,Republican,Bonilla,Individual,608522
2000,House,23,Republican,Bonilla,Other,548420
2000,House,24,Democratic,Frost,Individual,863563
2000,House,24,Democratic,Frost,Other,1152599
2000,House,24,Republican,Payne,Individual,17339
2000,House,24,Republican,Payne,Other,74715
2000,House,24,Republican,Warren,Individual,14071
2000,House,24,Republican,Warren,Other,22860
2000,House,24,Republican,Wright,Individual,199624
2000,House,24,Republican,Wright,Other,42465.35
2000,House,25,Democratic,Bentsen,Individual,651258
2000,House,25,Democratic,Bentsen,Other,725979
2000,House,25,Republican,Reiser,Individual,222303
2000,House,25,Republican,Reiser,Other,531288
2000,House,25,Republican,Sudan,Individual,106932
2000,House,25,Republican,Sudan,Other,3209861
2000,House,26,Democratic,Love,Individual,6490
2000,House,26,Democratic,Love,Other,1924
2000,House,26,Republican,Armey,Individual,790639
2000,House,26,Republican,Armey,Other,583291
2000,House,26,Republican,Thompson,Individual,3890
2000,House,26,Republican,Thompson,Other,5001
2000,House,27,Democratic,Ortiz,Individual,346472
2000,House,27,Democratic,Ortiz,Other,180885
2000,House,27,Republican,Ahumada,Individual,29170
2000,House,27,Republican,Ahumada,Other,10519
2000,House,28,Democratic,Rodriguez,Individual,129098
2000,House,28,Democratic,Rodriguez,Other,218790
2000,House,29,Democratic,Green,Individual,166362
2000,House,29,Democratic,Green,Other,483000
2000,House,29,Republican,Vu,Individual,52476
2000,House,29,Republican,Vu,Other,16520
2000,House,30,Democratic,Johnson,Individual,107981
2000,House,30,Democratic,Johnson,Other,196382
2002,House,1,Democratic,Sandlin,Individual,330580.54
2002,House,1,Democratic,Sandlin,Other,672162.31
2002,House,1,Republican,Lawrence,Individual,73104.48
2002,House,1,Republican,Lawrence,Other,10025
2002,House,2,Democratic,Turner,Individual,201486
2002,House,2,Democratic,Turner,Other,595294.47
2002,House,2,Republican,Brookshire,Individual,23752.37
2002,House,2,Republican,Brookshire,Other,4150
2002,House,3,Democratic,Molera,Individual,37904
2002,House,3,Democratic,Molera,Other,22233
2002,House,3,Republican,Caiazzo,Individual,12282
2002,House,3,Republican,Caiazzo,Other,1000
2002,House,3,Republican,Johnson,Individual,442736.57
2002,House,3,Republican,Johnson,Other,492866.05
2002,House,4,Democratic,Hall,Individual,230536.18
2002,House,4,Democratic,Hall,Other,415213.18
2002,House,4,Republican,Conger,Individual,27150.1
2002,House,4,Republican,Conger,Other,12375.25
2002,House,4,Republican,Graves,Individual,138291.47
2002,House,4,Republican,Graves,Other,23764.88
2002,House,5,Democratic,Bernstein,Individual,2055
2002,House,5,Democratic,Bernstein,Other,15800
2002,House,5,Democratic,Chapman,Individual,625342.13
2002,House,5,Democratic,Chapman,Other,327251.1
2002,House,5,Republican,Armour,Individual,93105.24
2002,House,5,Republican,Armour,Other,25606.99
2002,House,5,Republican,Hagood,Individual,122436.24
2002,House,5,Republican,Hagood,Other,209783.4
2002,House,5,Republican,Hensarling,Individual,1029768.25
2002,House,5,Republican,Hensarling,Other,1030702.38
2002,House,5,Republican,Sudan,Individual,13825
2002,House,5,Republican,Sudan,Other,229990.97
2002,House,6,Democratic,Alvarado,Individual,3975
2002,House,6,Democratic,Alvarado,Other,8776
2002,House,6,Republican,Barton,Individual,369959.41
2002,House,6,Republican,Barton,Other,530891.05
