"County","demperc2002","RegPerc2002","ToPerc2002","demperc2004","RegPerc2004","ToPerc2004","demperc2006","RegPerc2006","ToPerc2006","demperc2008","RegPerc2008","ToPerc2008","demperc2010","RegPerc2010","ToPerc2010","demperc2012","RegPerc2012","ToPerc2012","demperc2014","RegPerc2014","ToPerc2014","demperc2016","RegPerc2016","ToPerc2016","demperc2018","RegPerc2018","ToPerc2018"
"Anderson",0.39869021631276,0.480225118888775,0.37377551383892,0.311751227495908,0.506551712340484,0.549439416452789,0.368253335988847,0.474374764788395,0.382351880566875,0,0.472390434157857,0.600869092884302,0.222586999343401,0.456926340278491,0.411852794728763,0.238809798640503,0.438759451229943,0.63207142578658,0,0.462143761332923,0.3789606159313,0,0.480618563755175,0.60439208428246,0.216827813207159,0.484655650210407,0.521106875617676
"Angelina",0.670034209963652,0.556649110878058,0.401606591996025,0.422544901506373,0.554436390038146,0.591323868714793,0.362771804062127,0.548270735614433,0.468575272207508,0,0.563056781643637,0.598194731563543,0,0.548651047008793,0.406011720965404,0.277816196542311,0.553860160652753,0.596183857342017,0.216701712225894,0.575215221675445,0.339978361916974,0.245102772796248,0.595233430524023,0.585606691320258,0.258549562401203,0.593308824376808,0.51600559418826
"Aransas",0.285617021276596,0.665860609724501,0.385732814526589,0,0,0,0.341233667578244,0.695871836946196,0.420229599751784,0,0,0,0.219673114409957,0.678469643319803,0.438836558044807,0.283603327495622,0.659340184817342,0.63186849171524,0.243037536758346,0.682830987131877,0.386643900588124,0.2439799653246,0.745919336730288,0.622959360889198,0.232378981257905,0.740910268589688,0.52383727707192
"Archer",0.194909344490934,0.70675944333996,0.463509923425535,0.474557522123894,0.718908769604595,0.688124135811953,0.250814332247557,0.715484868566379,0.451065143562828,0.193889824392591,0.715374420145792,0.685502547475683,0.0712830957230143,0.720786392754584,0.44085197670855,0,0.681798100287166,0.674550461687996,0.0963338533541342,0.695825049701789,0.428571428571429,0,0.697371327590015,0.687836553690212,0.0871031188536106,0.691296664457698,0.582521169515897
"Armstrong",0.128989361702128,0.729089952656497,0.544011544011544,0,0,0,0.154670750382848,0.734876380852183,0.518253400143164,0.157569515962925,0.769068911099421,0.678522571819425,0,0.719095213045765,0.489392831016825,0,0.733298264071541,0.673601147776184,0.0788990825688073,0.701735928458706,0.429535232383808,0,0.7317201472909,0.689432063263839,0.0658959537572254,0.743819042609153,0.638613861386139
"Atascosa",0.627384815055159,0.548150787112289,0.340157608254123,0.557698961937716,0.554697067533566,0.483983622350674,0,0,0,0.651223868053367,0.546124557458084,0.408855546948261,0.44891450999632,0.5246153503596,0.358431305971733,0.538891629666173,0.525105208078199,0.53941398464996,0,0.547616396873817,0.309343742376189,0.470436628259551,0.58987775823295,0.523063566359656,0,0.607757564961813,0.450925077853087
"Austin",0.265355890870294,0.544709152971813,0.459202790877964,0,0.601611711299574,0.6231867103416,0.301029274161208,0.617799204701411,0.458988380041012,0.263664459161148,0.634444170742865,0.65427921681735,0.171823334907889,0.628321075412605,0.486138336600392,0.178762960314623,0.624731674701763,0.661972624345181,0.136643296608957,0.653376499982405,0.389023536381753,0.16299932295193,0.678291163740015,0.643891050583658,0.18936170212766,0.682443607699616,0.57520754911566
"Bandera",0.171866346686358,0.609030998291433,0.452709201667201,0.201072705601907,0.657651940444227,0.640736342042755,0,0,0,0,0.72926531608494,0.634312872347547,0.161700125470514,0.709201855015865,0.463862885462555,0.190963060686016,0.716475469855992,0.654152756012809,0,0.724432511593849,0.433355795148248,0.158058494088363,0.757627532340737,0.664368556701031,0.201380775358471,0.775054918232853,0.606978648359262
"Bastrop",0.405179615705931,0.471693788677515,0.438804093065798,0.388382568615127,0.512963287538256,0.619128972060872,0.50574223734581,0.525865904464009,0.434416982873551,0.582261478345816,0.551037467473811,0.636930831151672,0.413583292221674,0.54193687559828,0.472111652900786,0.410508005887338,0.522670585538822,0.636752908401475,0.368031386445612,0.573984441358482,0.401099288281305,0.381579436818807,0.608256596243815,0.640319184306772,0.427214827809771,0.633967453586981,0.587512228318659
"Baylor",0.276338514680484,0.780730005367687,0.40666895840495,0,0,0,0.293375394321767,0.749060654857756,0.350770333213902,0.225422667501565,0.741814278046162,0.592619392185239,0,0.719269994632313,0.419029850746269,0,0.669082125603865,0.638588046530285,0.138480392156863,0.673644659151906,0.336254980079681,0,0.652979066022544,0.621866009042335,0.107907742998353,0.631508319914117,0.528261793455164
"Bell",0.52160724285981,0.466759069737457,0.31190911916025,0.354677338669335,0.497877415507599,0.513495490712746,0.403991446899501,0.490370203233033,0.282797607309538,0.415207545407854,0.522932615597853,0.558397849992603,0,0.498215868615727,0.301616159002096,0.389391243296898,0.507063999871065,0.550572440229103,0.31530383480826,0.544658081776718,0.261208957697133,0.377475316561611,0.601150740567634,0.51554440262094,0.448178809896723,0.628081937885796,0.446002884225544
"Bexar",0.40309682706943,0.515580196329193,0.312951092802535,0.488591180842133,0.529787907787212,0.527985637327099,0,0.532249458091537,0.303932235256994,0.476487417893014,0.543101623363559,0.566439671167921,0.456893650534818,0.528255343418633,0.336117495622838,0.549839921129395,0.516731952275899,0.587180812524405,0.586215116148328,0.558823820995549,0.317297256682974,0.643209724876697,0.60925906810989,0.57305207702196,0.715872549950011,0.645209599171435,0.497717798819221
"Blanco",0.238294898672257,0.595408211870058,0.4952,0.255949603359776,0.623797275412022,0.70891875381796,0,0,0,0,0.660664951891016,0.712184571016583,0.215196743554952,0.660093360007621,0.573098571222399,0.246589940323956,0.668476707630752,0.708564913780818,0,0.703820139087358,0.48876556578235,0.208271236959762,0.765742593121844,0.723563075391889,0.266631374625022,0.802896065542536,0.690792596108211
"Borden",0.611320754716981,0.761310452418097,0.569672131147541,0.498591549295775,0.709828393135725,0.802197802197802,0.253061224489796,0.695787831513261,0.57847533632287,0.161931818181818,0.683307332293292,0.82648401826484,0.110759493670886,0.714508580343214,0.737991266375546,0,0.658346333853354,0.862559241706161,0.0532786885245902,0.686427457098284,0.597727272727273,0,0.722308892355694,0.801295896328294,0.0384615384615385,0.758190327613105,0.713991769547325
"Bosque",0.515525626636738,0.581759279595871,0.512505899008966,0.521043431491193,0.631177245772019,0.666724662896912,0.622764227642276,0.653030968592137,0.473555873202724,0.52711525649567,0.69300461234351,0.606449568180017,0.34446764091858,0.66631891060839,0.487762669962917,0.213561286583599,0.644245552383044,0.626267791698628,0.164134389043441,0.649461893257193,0.418413933040243,0.172804910595143,0.658906215681968,0.658833333333333,0.185972980741592,0.665934548649242,0.597295514511873
"Bowie",0.58917865707434,0.582974126289634,0.381891295887923,0.410743184364496,0.620774590828067,0.590564198948871,0.402602479615771,0.619489007724302,0.319760040458295,0.323616192611826,0.648247177658942,0.585684526289476,0.258094616030606,0.615967158213148,0.398705649192346,0.286045819696519,0.599794738832172,0.636923631123919,0,0,0,0,0.638210986874089,0.585466179159049,0.268967739625479,0.641840868578836,0.479448596243183
"Brazoria",0.330144837735264,0.487667882209435,0.35241387890336,0.392529620456523,0.515653040240639,0.575137009629377,0.450637766094975,0.522764284756327,0.354995357701329,0.449291469852737,0.549551994788706,0.609787276076258,0.252730569108088,0.544621702228211,0.414143072403947,0.318096158969147,0.553323157686339,0.616197873985757,0.292603275644851,0.586580280107036,0.339216209301186,0.343466272109759,0.627925764610462,0.61628823514455,0.387625322783705,0.658497410319128,0.542083901095437
"Brazos",0.287881035377883,0.475537718564442,0.314853387150736,0.50256488783401,0.475573643450637,0.592385556730624,0.581468888133288,0.451206306357165,0.348688550694966,0.55517003310379,0.477482794545576,0.630624046088695,0.349077470867501,0.454239393177351,0.426137454948084,0,0.439664153635342,0.649920041088375,0.258494865105835,0.478170499509882,0.341293521658867,0.310439252486108,0.54795202488055,0.641038129044948,0.390234137279395,0.58060261430529,0.573467926563011
"Brewster",0.431837073981712,0.64590554592721,0.428811001173906,0.382542801010385,0.668652512998267,0.601166369674388,0,0,0,0.572289156626506,0.701148180242634,0.602811679283176,0.477719791248495,0.707430675909879,0.419843821773082,0.600268817204301,0.705480935875217,0.600030707815139,0.598124348732199,0.761373483535529,0.419547588561673,0.539423076923077,0.797660311958406,0.583242802824552,0.512685254961065,0.781304159445407,0.566477193955358
"Briscoe",0.224250325945241,0.797800855222969,0.603369065849923,0,0,0,0.227443609022556,0.775809407452657,0.488188976377953,0.22,0.764202810018326,0.663469224620304,0,0.729383017715333,0.406197654941374,0,0.684789248625534,0.636039250669046,0.115768463073852,0.692730604764814,0.464726631393298,0,0.669517409896151,0.678832116788321,0.0926829268292683,0.654856444715944,0.58955223880597
"Brown",0.496914619095703,0.601663779982155,0.391067300562655,0.216157855547282,0.674513200020994,0.551025172158892,0,0,0,0,0.652941793943211,0.605843816566858,0.127298755643652,0.601978691019787,0.4109159074066,0.141821714114922,0.574292762294652,0.637314933284591,0,0.596940114417677,0.360618982722996,0,0.614601375111531,0.607856532877882,0.120636507539782,0.608644307982995,0.532746949510628
"Burleson",0.443956043956044,0.631174725082912,0.440634218289086,0.162464985994398,0.649095246407168,0.608910003585515,0.485945688423059,0.653633560249025,0.398166280932882,0.41122818053153,0.653459009716646,0.593802867064375,0.25907094984978,0.637865828824111,0.413025631670163,0,0.622389014953162,0.604375058427597,0.214583844831819,0.64281142724152,0.38124547429399,0.203873447664104,0.676965148077035,0.598538891276321,0.207910126192675,0.683365334264269,0.562452107279694
"Burnet",0.257277437588318,0.546456140350877,0.467702581225119,0.278985263441222,0.57527485380117,0.644532997194324,0,0,0,0,0.619298245614035,0.653031161473088,0.198785104322564,0.609988304093567,0.464278866434022,0.228042561228987,0.604631578947368,0.660902197462086,0.189298958149391,0.641614035087719,0.438951474716541,0.20017326330608,0.691906432748538,0.65982622806721,0.228303448275862,0.721216374269006,0.606285677218474
"Caldwell",0.419429347826087,0.546524457521148,0.371370890213421,0.543357768639371,0.577707140230127,0.522440998590332,0,0,0,0.646868831867935,0.558976514474859,0.548124823761632,0.473251028806584,0.54303052592865,0.40210923516037,0.501105662917027,0.524431250985131,0.556629765065371,0.448603683897802,0.557268953922135,0.420025456088248,0.447453861927546,0.591945568223612,0.545599786979097,0.47605277426351,0.620658855671728,0.487852366037416
"Calhoun",0.377979568671964,0.661194518497732,0.394001556200042,0,0,0,0.510589842860396,0.614470791824517,0.337418176282539,0,0,0,0.27831136922046,0.593657920583696,0.35901678090286,0.426158940397351,0.559094523174781,0.561151079136691,0.309354346720895,0.593798232075207,0.327898550724638,0.316896194284022,0.601562134605491,0.550225470377857,0.298177522780965,0.595949674945045,0.481400094176738
"Callahan",0.466867469879518,0.660366213821618,0.423524150268336,0.486544671689989,0.684509746012995,0.616546219393809,0.327450362433029,0.663762551683402,0.364849833147942,0.226654411764706,0.681113408151211,0.619837398373984,0.153363228699552,0.66383638511518,0.396396396396396,0.160968660968661,0.638733018310691,0.615420182637845,0,0.652392203189604,0.3415572657311,0,0.679119905493207,0.617960426179604,0.10516717325228,0.683771411695216,0.546701220170608
"Cameron",0.685521594986148,0.379580030525331,0.304942507117703,0.67917058520159,0.399707055290237,0.433136867259144,0.707356038050977,0.41267293584757,0.245335130878809,0.694782827858523,0.42932647333957,0.436218829020476,0.581447963800905,0.428784894884545,0.237471365992847,0.679084993844947,0.434308995125794,0.43585092815644,0.670074178920605,0.459509625326178,0.216642916072902,0.687812243266647,0.486642705922899,0.473417170838308,0.65349085326186,0.507825808675102,0.384693318596726
"Camp",0.614186851211073,0.526892992500605,0.449341903887358,0.598706996074809,0.584307717119587,0.610129726745791,0.414324880054832,0.610273365051206,0.399577167019027,0.398441082072444,0.597774373034433,0.615944961554027,0.320928644588597,0.579308120312878,0.430122494432071,0.336722343258291,0.563825497943714,0.619994279176201,0,0,0,0,0.611241028949278,0.599208443271768,0.278628927551285,0.611321667607451,0.514312096029548
"Carson",0.164948453608247,0.771918472986089,0.453269069572506,0,0,0,0.178947368421053,0.766418634746037,0.440481215702828,0.157147685028726,0.745228081527014,0.649663555459084,0,0.707699773536072,0.437714285714286,0,0.679068262698156,0.661029061457837,0.0911617565314063,0.688126819799418,0.438175834508698,0,0.698317696538337,0.692842251563586,0.0814968814968815,0.683274021352313,0.583806818181818
"Cass",0.678900343642612,0.620863970588235,0.404779528391668,0.464326062396802,0.624737394957983,0.631305170239596,0.451363508574642,0.603958771008403,0.403826294907332,0.326526908067883,0.609276523109244,0.638920316793276,0.245685126819751,0.597393644957983,0.400516511896258,0.271085936808567,0.602711397058823,0.639834431675835,0,0,0,0,0.657858455882353,0.624619529963575,0.192591136877272,0.658153886554622,0.518254364089776
"Castro",0.256572029442692,0.599479037459687,0.418787502586385,0.57688927943761,0.587695360952617,0.512030392570705,0.359020310633214,0.570702059042421,0.400782438600304,0.296733212341198,0.539320267923592,0.540938362465501,0.250557620817844,0.524931778714959,0.332230623818526,0,0.486727859092037,0.552242609582059,0.178280542986425,0.491813445795088,0.302143757881463,0,0.491069213594642,0.514018691588785,0.238721804511278,0.47308360208385,0.436811746198217
"Chambers",0.487606963706108,0.530715751082744,0.370933104262858,0,0,0,0.416996857494193,0.623375883291543,0.360590547582046,0,0,0,0.172248304642671,0.659676316389332,0.428472702142363,0.195868068140631,0.676772281741509,0.62011620074099,0.158022592007774,0.715409163437429,0.338696829695715,0,0.767038978801003,0.628640416047548,0.184313206798492,0.796928424891726,0.545139261325038
"Cherokee",0.569274080032174,0.562788868128626,0.361034422505679,0.335611289551015,0.592211623561805,0.529474278502873,0.367855398143625,0.554980824073164,0.401693954213623,0,0.557301602910807,0.579474872953134,0.233,0.540289113973842,0.421062211058935,0.249071842636618,0.521585209951814,0.612405731523379,0,0.530238961549808,0.361795252225519,0,0.546464745796047,0.604282886449523,0.215160744500846,0.54632707247517,0.544747642018864
"Childress",0.229885057471264,0.558727453486721,0.400101677681749,0,0,0,0.257417102966841,0.507598352506746,0.346670397313934,0.218426966292135,0.50078113904275,0.668179239931934,0,0.512001136202244,0.306796116504854,0,0.497798608152251,0.569472182596291,0.105164319248826,0.507314301945746,0.307950727883539,0,0.506036074421247,0.584900364861072,0.115008625646924,0.501633290725749,0.501415628539071
"Clay",0.2498505678422,0.671502976190476,0.466897506925208,0,0,0,0.257067910230254,0.715494791666667,0.465358117769401,0.227499042512447,0.746000744047619,0.672360054856003,0,0.735584077380952,0.437096978126185,0,0.712518601190476,0.664926249836836,0.114202049780381,0.707589285714286,0.375657202944269,0,0.712053571428571,0.659743991640543,0.108325449385052,0.708705357142857,0.563648293963255
"Coke",0.524401064773736,0.781626506024096,0.439306358381503,0.199428162973553,0.78855421686747,0.636745607333843,0,0,0,0,0.756325301204819,0.624850657108722,0.11044776119403,0.71566265060241,0.457912457912458,0.121033210332103,0.695180722891566,0.611351819757366,0,0.642771084337349,0.368791002811621,0,0.660240963855422,0.664689781021898,0.0843000773395205,0.685240963855422,0.602197802197802
"Coleman",0.569570358691368,0.7380550871276,0.388880426504189,0.233536585365854,0.731309724564362,0.596310530361261,0,0,0,0,0.710736368746487,0.585416007592534,0.130952380952381,0.703428892636313,0.422087262266262,0.140794223826715,0.669139966273187,0.586693548387097,0,0.663406408094435,0.379596678529063,0,0.668015739179314,0.613093234601144,0.105535772094529,0.659134345137718,0.534709193245779
"Collin",0.227538101765987,0.408047130343418,0.408615051122694,0.230258606181866,0.472187958959073,0.658803720507184,0.314621459632769,0.488049328873215,0.361090668140307,0.336931608667674,0.543342353270505,0.699768748867858,0.269394314795594,0.542813172261201,0.369373506175456,0.268039777754185,0.561710302796351,0.690792333126256,0.0227113450788011,0.621694376237472,0.366088445794106,0.331424105939403,0.688184564020037,0.676885929475571,0.437092537296142,0.738665108948655,0.615993064400022
"Collingsworth",0.263579697239537,0.735361465489042,0.502224199288256,0,0,0,0.210982658959538,0.754007196597972,0.532754880694143,0.242005185825411,0.646058227019954,0.609620253164557,0,0.644749754661433,0.426686960933536,0,0.610075237160615,0.615549597855228,0.108614232209738,0.618580307491004,0.438921205711264,0,0.621851488387308,0.608627038400842,0.0971922246220302,0.619888779849526,0.500263852242744
"Colorado",0.255428067078553,0.578039666570854,0.485413558760153,0.347715376998161,0.622065727699531,0.589295340777821,0,0,0,0.438949391415759,0.656510491520552,0.614492119089317,0.242305813385442,0.639503688799463,0.468199865158439,0.252044315484041,0.625323368784133,0.622845322914273,0.197997548017981,0.642521797451375,0.389203698180734,0.220101623497335,0.664415061799368,0.619439036700555,0.232714554748453,0.663888090447447,0.553687400779333
"Comal",0.195273264401773,0.556189615753374,0.403838822495898,0.21146260148118,0.606045799837746,0.627450980392157,0,0,0,0,0.675759643041522,0.661505300064119,0.174581090073196,0.679032377018954,0.469764852829369,0.219461188338049,0.696032155763699,0.687072847682119,0.0607129404513235,0.758767239471937,0.424421359577182,0.2140422284406,0.851694446493104,0.683400985008389,0.271011437393138,0.922680507412051,0.62243093370635
"Comanche",0.598214285714286,0.628452840990411,0.431564563880665,0.320594918405288,0.671890654071848,0.558845457450208,0,0,0,0,0.668241019035351,0.559755836367531,0.226371061843641,0.646486331758981,0.404804073500111,0.190394511149228,0.600901674538428,0.583899011551745,0,0.614927722913983,0.358431281275457,0,0.637684270788607,0.587925036471776,0.147829918484248,0.654000286245885,0.507167086114454
"Concho",0.569032258064516,0.434793246880352,0.441755768148565,0.25049115913556,0.455590897969171,0.634264232008593,0,0,0,0,0.441888916075361,0.596345514950166,0.17904993909866,0.433569855639834,0.493227990970655,0.17983367983368,0.408367996085148,0.615937687237867,0,0.402495718130658,0.36838905775076,0,0.406410570100318,0.659843467790488,0.136929460580913,0.406899926596526,0.592303066746843
"Cooke",0.57236137871976,0.634596872804849,0.399762217120367,0.240691759918616,0.648932018627885,0.603375696588221,0.290210924824229,0.635741603142805,0.409232280242265,0.212743586148885,0.640840856466426,0.611156219551803,0.113428638387626,0.618622681270651,0.388594499116831,0,0.59525977573692,0.630244755244755,0.117245438493231,0.623695917995681,0.367747048763192,0,0.65267840882483,0.64220512616096,0.153601245224282,0.66571272471837,0.569563858058465
"Coryell",0.586514261744966,0.515334005412002,0.253256113256113,0.32601919198093,0.51024035655542,0.462330369677117,0.390291472532235,0.504563060434021,0.256900993743099,0.3387715381533,0.520719477900992,0.466985938455268,0,0.501127500397941,0.25450647184944,0.322200141034682,0.459900779964981,0.485968100141328,0.230094872102798,0.467501459118162,0.249347406650777,0.284874337099377,0.498806176049239,0.495771726412084,0.312194808532511,0.5101740330026,0.419333870674189
