"County","demperc2002","RegPerc2002","ToPerc2002","demperc2004","RegPerc2004","ToPerc2004","demperc2006","RegPerc2006","ToPerc2006","demperc2008","RegPerc2008","ToPerc2008","demperc2010","RegPerc2010","ToPerc2010","demperc2012","RegPerc2012","ToPerc2012","demperc2014","RegPerc2014","ToPerc2014","demperc2016","RegPerc2016","ToPerc2016","demperc2018","RegPerc2018","ToPerc2018"
"Cottle",0.326885880077369,0.930897009966777,0.391149179157744,0,0,0,0.319672131147541,0.859136212624585,0.487238979118329,0.248847926267281,0.831893687707641,0.563099041533546,0,0.770764119601329,0.375,0,0.73953488372093,0.665768194070081,0.121739130434783,0.724252491694352,0.336697247706422,0,0.712292358803987,0.57089552238806,0.159049360146252,0.701661129568106,0.540719696969697
"Crockett",0.336898395721925,0.716590481312181,0.368105065666041,0.188182402055234,0.749932777628395,0.617067049121549,0,0,0,0.508275862068965,0.720892713094918,0.578142484147706,0.344827586206897,0.702877117504706,0.36495791889824,0.424242424242424,0.680828179618177,0.57740916271722,0.407090464547677,0.68163484807744,0.329388560157791,0.345549738219895,0.685937079860177,0.546844374754998,0.269199676637025,0.665770368378596,0.515347334410339
"Crosby",0.348777348777349,0.707707542498762,0.39902052238806,0,0,0,0.348784194528875,0.694173956098366,0.343081312410842,0.326441784548422,0.656543984155801,0.481146304675716,0,0.626010892886615,0.311626680727656,0,0.60538042581284,0.501635768811341,0.232264334305151,0.593167189305166,0.308291597106288,0,0.594982670407658,0.489597780859917,0.271499644633973,0.57979864664136,0.411044691147168
"Culberson",0.534965034965035,0.865304420350292,0.303132530120482,0.371830985915493,0.855713094245204,0.381091617933723,0,0,0,0.739130434782609,0.825688073394495,0.383333333333333,0.686971235194585,0.751876563803169,0.417082640044371,0.681159420289855,0.665971643035863,0.551033187226049,0.638629283489097,0.733527939949958,0.188175099488346,0.663394109396914,0.736030025020851,0.434560906515581,0.617135207496653,0.713094245204337,0.506432748538012
"Dallam",0.157015590200445,0.46844696404595,0.289171974522293,0,0,0,0.181818181818182,0.480381918543936,0.27360248447205,0.162700964630225,0.482321348649858,0.492731209403031,0,0.459048187378786,0.303542411439714,0,0.452633149336118,0.508569545154911,0.103067484662577,0.461285991347158,0.278460543337646,0,0.470088020289423,0.494446207553158,0.111009174311927,0.449798597642846,0.37379767827529
"Dallas",0.481476957962511,0.51019006907956,0.366632704326515,0.4162151280397,0.519940341339761,0.561266995373149,0.522965801430657,0.505849107674845,0.342104362474654,0.523701455536416,0.509356080871942,0.615954224166947,0.450783291187056,0.483681912252617,0.370874242421597,0.569034228243312,0.47963062978989,0.628954810218413,0.547405695960997,0.509361570414575,0.340338025880443,0.461972611605299,0.544030988045887,0.598125806754578,0.684070863554803,0.561337826875872,0.550341300779493
"Dawson",0.735431235431235,0.633123689727463,0.430349394839004,0.249546044098573,0.607171257138726,0.549470175020836,0,0,0,0,0.582520060724355,0.508438818565401,0.234738372093023,0.572399334923733,0.374210659257388,0.252176436448056,0.543627557290537,0.484441489361702,0,0.535386394852888,0.277342695112071,0,0.530759777344032,0.485290111686189,0.229441624365482,0.517241379310345,0.422082459818309
"De Witt",0.211816907986922,0.6240732447629,0.360070164248126,0.242489934964385,0.620142309797482,0.543849795394367,0,0,0,0.37879767291532,0.612578991889337,0.538542766631468,0.221806270472625,0.58959048614221,0.385180183981771,0.204216285806244,0.581181270836443,0.574743150684932,0.15390604723592,0.594019007812111,0.339169040040208,0.178253657065299,0.59018759018759,0.582750189697327,0.180649414867315,0.580633925461512,0.525923386751221
"Deaf Smith",0.227002547410133,0.522609952508776,0.369024101145792,0.433450429352069,0.510324179227751,0.540360105199272,0.259848484848485,0.502219698533967,0.329427484839141,0.239063190455148,0.480797026636382,0.509340777324458,0.16319018404908,0.451115011356597,0.288248083304726,0,0.42855667974396,0.519272464466394,0.152362948960302,0.43645467685319,0.323358959195742,0,0.447346685938468,0.487306715901223,0.248047401023431,0.454934957670865,0.432996709406558
"Delta",0.638263665594855,0.588032880902313,0.42295188556567,0.32375189107413,0.627413496463391,0.632845825716027,0.352775825720309,0.663544255400497,0.44021895707289,0.272037914691943,0.685719747658192,0.610816838583775,0.237206085753804,0.647677308354043,0.463400236127509,0.23208722741433,0.622251959472376,0.628878648233487,0,0,0,0,0.734849933091187,0.60639958376691,0.164281928987811,0.740011470082202,0.505295789201757
"Denton",0.243809352983967,0.461470780876951,0.345827187787178,0.262398613735294,0.485501362784366,0.629844575691638,0.318981031479468,0.503235669635716,0.327865263561963,0.322804277145703,0.553823191179178,0.669755920767581,0.214694417024979,0.550231356415651,0.36014876944302,0.31783569214005,0.559117374519705,0.66208071172725,0.0670971647664211,0.61680103348254,0.352423899134086,0.338735926954022,0.701022012815908,0.651949270947478,0.425679859193143,0.771832469582593,0.57931043922202
"Dickens",0.326470588235294,0.617021276595745,0.500663129973475,0,0,0,0.300518134715026,0.599836333878887,0.42837653478854,0.203296703296703,0.602700490998363,0.660556687033265,0,0.573240589198036,0.626695217701642,0,0.546235679214403,0.784269662921348,0.103792415169661,0.539279869067103,0.393019726858877,0,0.544189852700491,0.699248120300752,0.125668449197861,0.525368248772504,0.593457943925234
"Dimmit",0.689751801441153,0.797519007603041,0.333918715504265,0.495625,0.785114045618247,0.452726809378186,0,0,0,0.832801161103048,0.748399359743898,0.479080336853362,0.742341356673961,0.726290516206483,0.272865013774105,0.765806210250655,0.687875150060024,0.424374636416521,0.745706371191136,0.729891956782713,0.270285087719298,0.685964321777179,0.744197679071629,0.433526011560694,0.719629497684361,0.73609443777511,0.400108725197064
"Donley",0.141562064156206,0.702746804460158,0.569659442724458,0,0,0,0.164094232331438,0.706826217024748,0.496344747979992,0.157049375371802,0.69295621430514,0.665227629513344,0,0.674190916508023,0.467527228721259,0,0.649986401958118,0.642259414225941,0.101433296582139,0.654881697035627,0.39202657807309,0,0.628773456622246,0.633650519031142,0.0906174819566961,0.603753059559423,0.579279279279279
"Duval",0.891225764048636,0.898743846545578,0.2977618283124,0.799949031600408,0.852656594805636,0.413298825403146,0,0,0,0.831780167264038,0.793243931420811,0.471752621442328,0.787226141849239,0.764556102529282,0.334258436944938,0.851526251526251,0.741979290443049,0.511324639670556,0.820635462931329,0.711254455949754,0.405489260143198,0.794094173982442,0.708877949414361,0.512092911877395,0.789240010446592,0.70726531997963,0.493459738389536
"Eastland",0.515194204065204,0.572996825055158,0.485912847483095,0.494738402252853,0.571382446321907,0.650310792993031,0.343085106382979,0.569714254964215,0.442240483611977,0.220937700706487,0.576494645643868,0.6080462988892,0.169540229885057,0.55082602378518,0.430148495506057,0.175863181671507,0.549426895549696,0.653281096963761,0,0.584781789807889,0.366614521026962,0,0.628531453478986,0.606164383561644,0.122352557836429,0.62928483022117,0.531127073713015
"Edwards",0.302496328928047,0.742757242757243,0.484868863483524,0.169076751946607,0.782717282717283,0.613911933631142,0,0,0,0.437436419125127,0.761238761238761,0.679790026246719,0.41437125748503,0.767232767232767,0.610677083333333,0.291878172588832,0.773226773226773,0.571705426356589,0.383507853403141,0.751248751248751,0.601063829787234,0.297325102880658,0.755744255744256,0.729015201586252,0.193288590604027,0.721778221778222,0.532179930795848
"El Paso",0.641004184100418,0.443642454165194,0.293729465851729,0.681463877156473,0.464444380607184,0.452874230885074,0,0.468902025486887,0.241038822667643,0.991949421687815,0.485263792907486,0.477781352551316,0.616308546595847,0.474257694089905,0.233518473162625,0.677900058238321,0.443388909219669,0.48650696623643,0.708591296255606,0.505439975419879,0.199212215113707,0.981564327915111,0.534843695161538,0.504230292302339,0.725093970201761,0.570744660256018,0.445585548127318
"Ellis",0.225150136487716,0.479299512064702,0.400401628828025,0.247910368130891,0.523186952743801,0.596047218744411,0.318405828155132,0.536006951406992,0.363963986432562,0.262535726090253,0.571104872668939,0.633837763187154,0.225629383661437,0.568063632110153,0.365404527698028,0.256971181892428,0.576585789719938,0.629818114371167,0.224746004012166,0.622699017445358,0.346954766965072,0.241497879586724,0.683162890181138,0.629647385723231,0.305950258891435,0.722211082146915,0.563165201295696
"Erath",0.551892704938581,0.50100290314067,0.43175472791445,0.254851004851005,0.531380311427817,0.606734876328598,0.343639335330972,0.542280285035629,0.381856232053341,0.218572617876334,0.566561097915017,0.653421530721573,0,0.549696489839008,0.418043019012867,0.171207563386334,0.525811559778306,0.636851879736987,0.0744409425183851,0.539825811559778,0.365111958541117,0.0805095125336817,0.568725257323832,0.654369112255789,0.178617780661908,0.587516495117445,0.567988859440277
"Falls",0.513931104356636,0.570692936303593,0.41938014907807,0.442031722054381,0.561177655882682,0.586574905246359,0.476945668135095,0.545673346020374,0.374499948712688,0.399319984888553,0.539964177767827,0.580180366953457,0,0.523844173290048,0.426541297147131,0,0.531680286577857,0.572060216864933,0.278023850085179,0.551718347699541,0.311250887694025,0.299346664026925,0.56755849098847,0.517751479289941,0.29814335060449,0.578137243927012,0.453770936199051
"Fannin",0.731728665207877,0.498540468819107,0.411639460610362,0.326551459947221,0.552675807164971,0.634549722577892,0.390676567656766,0.554769276131505,0.40568695190008,0.31674128698095,0.584962406015038,0.589747467110237,0.241845430502498,0.556656346749226,0.388473965782086,0.245656604872367,0.558543417366947,0.587868869767196,0,0,0,0,0.606339377856406,0.597305971600856,0.181550726013097,0.608934099955772,0.525227580863839
